cv839_21467.txt,1
cv034_29647.txt,1
cv748_12786.txt,1
cv253_10077.txt,1
cv147_21193.txt,1
cv686_13900.txt,1
cv410_24266.txt,1
cv695_21108.txt,1
cv601_23453.txt,1
cv490_17872.txt,1
cv518_13331.txt,0
cv157_29372.txt,1
cv570_29082.txt,1
cv289_6463.txt,1
cv098_15435.txt,1
cv656_24201.txt,1
cv878_15694.txt,1
cv172_11131.txt,1
cv152_8736.txt,1
cv762_13927.txt,1
cv028_26746.txt,0
cv756_22540.txt,1
cv595_25335.txt,1
cv701_14252.txt,1
cv407_22637.txt,1
cv794_15868.txt,1
cv000_29590.txt,1
cv375_9929.txt,1
cv891_6385.txt,1
cv198_18180.txt,1
cv161_11425.txt,1
cv440_15243.txt,1
cv497_26980.txt,1
cv090_0042.txt,0
cv382_7897.txt,1
cv383_13116.txt,0
cv625_12440.txt,1
cv234_20643.txt,1
cv217_28842.txt,1
cv545_12014.txt,1
cv367_22792.txt,1
cv209_29118.txt,0
cv449_8785.txt,1
cv579_11605.txt,1
cv832_23275.txt,1
cv785_22600.txt,1
cv719_5713.txt,1
cv510_23360.txt,1
cv219_18626.txt,0
cv645_15668.txt,1
cv306_10364.txt,1
cv278_13041.txt,1
cv644_17154.txt,1
cv624_10744.txt,1
cv563_17257.txt,1
cv026_29325.txt,1
cv511_10132.txt,1
cv544_5108.txt,1
cv810_12458.txt,1
cv680_10160.txt,1
cv154_9328.txt,1
cv685_5947.txt,1
cv055_8338.txt,1
cv489_17906.txt,0
cv331_8273.txt,1
cv777_10094.txt,1
cv188_19226.txt,1
cv166_11052.txt,1
cv216_18738.txt,1
cv293_29856.txt,1
cv549_21443.txt,1
cv494_17389.txt,1
cv451_10690.txt,1
cv477_22479.txt,1
cv363_29332.txt,1
cv581_19381.txt,1
cv250_25616.txt,1
cv813_6534.txt,1
cv290_11084.txt,1
cv381_20172.txt,1
cv139_12873.txt,1
cv781_5262.txt,1
cv348_18176.txt,1
cv044_16969.txt,1
cv237_19221.txt,1
cv432_14224.txt,0
cv657_24513.txt,1
cv469_20630.txt,1
cv078_14730.txt,1
cv160_10362.txt,1
cv215_22240.txt,1
cv391_10802.txt,1
cv431_7085.txt,1
cv759_13522.txt,1
cv454_2053.txt,1
cv646_15065.txt,1
cv067_19774.txt,1
cv767_14062.txt,1
cv866_29691.txt,1
cv346_18168.txt,1
cv128_29627.txt,1
cv214_12294.txt,1
cv258_5792.txt,1
cv027_25219.txt,1
cv835_19159.txt,1
cv123_11182.txt,1
cv120_4111.txt,1
cv336_10143.txt,1
cv064_24576.txt,1
cv148_16345.txt,1
cv893_26269.txt,1
cv676_21090.txt,1
cv698_15253.txt,1
cv041_21113.txt,1
cv582_6559.txt,1
cv876_9390.txt,0
cv822_20049.txt,1
cv113_23102.txt,1
cv811_21386.txt,1
cv555_23922.txt,0
cv388_12009.txt,1
cv574_22156.txt,0
cv022_12864.txt,0
cv607_7717.txt,1
cv684_11798.txt,1
cv263_19259.txt,1
cv013_10159.txt,1
cv252_23779.txt,1
cv514_11187.txt,0
cv463_10343.txt,1
cv553_26915.txt,1
cv357_13156.txt,1
cv335_14665.txt,1
cv096_11474.txt,1
cv438_8043.txt,1
cv133_16336.txt,1
cv218_24352.txt,1
cv107_24319.txt,0
cv256_14740.txt,1
cv433_10144.txt,1
cv542_18980.txt,1
cv201_6997.txt,1
cv897_10837.txt,1
cv425_8250.txt,1
cv826_11834.txt,1
cv341_24430.txt,1
cv735_18801.txt,1
cv350_20670.txt,1
cv691_5043.txt,1
cv829_20289.txt,1
cv836_12968.txt,1
cv446_11353.txt,0
cv769_8123.txt,1
cv505_12090.txt,1
cv313_18198.txt,1
cv423_11155.txt,1
cv855_20661.txt,1
cv802_28664.txt,1
cv261_10954.txt,1
cv295_15570.txt,1
cv428_11347.txt,1
cv475_21692.txt,1
cv257_10975.txt,1
cv366_10221.txt,1
cv610_2287.txt,1
cv167_16376.txt,1
cv076_24945.txt,1
cv322_20318.txt,1
cv669_22995.txt,1
cv801_25228.txt,1
cv191_29719.txt,1
cv764_11739.txt,1
cv124_4122.txt,1
cv834_22195.txt,1
cv196_29027.txt,1
cv819_9364.txt,1
cv827_18331.txt,1
cv877_29274.txt,1
cv354_8132.txt,1
cv550_22211.txt,0
cv783_13227.txt,0
cv241_23130.txt,1
cv562_10359.txt,1
cv522_5583.txt,1
cv472_29280.txt,1
cv884_13632.txt,1
cv320_9530.txt,1
cv131_10713.txt,1
cv799_18543.txt,1
cv556_14808.txt,1
cv039_6170.txt,1
cv100_11528.txt,1
cv642_29867.txt,1
cv593_10987.txt,1
cv800_12368.txt,1
cv271_13837.txt,1
cv119_9867.txt,0
cv377_7946.txt,1
cv551_10565.txt,1
cv796_15782.txt,1
cv266_25779.txt,1
cv538_28667.txt,1
cv398_15537.txt,1
